Nitrogen,Phosphorus,Potassium,pH_Value,Soil_Moisture,Organic_Carbon,Electrical_Conductivity,Temperature,Humidity,Rainfall,Soil_Quality
87.79,99.34,124.64,6.4,28.56,1.59,5.55,40.98,26.49,2403.31,59.55
15.69,69.87,160.38,4.33,49.95,1.56,5.5,40.65,28.36,606.77,45.42
5.07,16.23,13.92,4.07,27.79,0.67,4.43,28.94,33.0,2008.82,47.5
192.53,1.24,123.78,7.33,49.2,1.41,6.91,40.81,75.13,1556.18,46.44
167.2,17.13,7.15,9.72,50.5,3.18,1.6,34.07,50.72,2206.29,52.82
139.19,83.82,105.27,8.94,52.17,0.57,6.91,16.0,87.49,1126.71,46.74
81.79,2.16,51.4,8.53,37.39,2.7,4.21,39.54,79.68,40.56,62.41
34.66,23.31,61.33,8.23,43.47,0.26,5.01,24.04,81.4,1162.69,54.86
31.29,75.73,93.42,9.33,19.4,1.16,7.7,17.6,94.47,1974.65,45.98
50.05,58.61,185.42,8.39,10.48,2.98,3.45,44.2,67.56,402.63,65.25
109.85,78.27,142.13,7.57,34.3,1.61,5.38,33.97,88.26,2815.7,61.04
142.92,74.62,187.37,5.87,5.58,2.49,4.22,16.48,40.51,1010.14,64.43
132.04,5.06,131.99,4.16,30.62,0.45,7.46,40.47,93.43,1770.02,44.85
55.99,89.25,1.42,6.5,10.62,2.42,3.95,38.87,95.15,332.15,61.17
190.97,22.7,53.12,9.51,10.96,2.88,2.12,13.61,51.24,74.69,55.98
147.58,55.34,181.15,7.29,52.89,2.84,3.91,14.43,46.69,1570.44,64.83
110.87,64.43,128.69,4.7,40.23,1.59,7.34,17.83,43.87,1417.68,66.11
122.34,16.86,196.33,7.72,40.49,3.17,4.06,41.49,58.46,2993.33,64.21
83.92,97.62,31.19,6.53,27.25,2.05,1.25,35.38,72.96,2473.48,70.14
49.55,48.82,59.35,9.55,27.73,2.88,4.38,41.55,60.54,2108.78,67.25
71.19,5.76,72.47,4.55,21.67,0.83,3.16,39.57,62.21,1921.51,54.97
151.57,93.73,65.31,8.13,28.89,0.81,5.23,28.65,24.84,2834.96,57.09
2.88,58.63,50.4,7.93,37.29,2.66,2.01,11.78,91.77,2679.21,63.21
23.21,69.92,88.69,9.89,15.26,2.3,2.65,35.23,33.95,297.47,52.45
9.2,52.52,128.46,7.17,19.39,2.4,4.18,31.59,77.76,943.92,70.38
8.15,83.47,62.25,9.17,32.21,0.9,1.03,18.13,44.23,643.15,53.52
171.09,3.31,15.94,3.66,26.16,1.46,1.76,42.36,57.6,2009.45,47.32
140.73,26.84,141.71,4.3,50.07,0.98,6.43,34.04,20.57,2561.94,50.99
94.83,46.96,91.8,5.75,50.19,0.33,7.52,38.09,85.31,2844.68,62.11
19.57,7.66,111.3,7.53,23.48,0.79,7.76,37.16,96.88,2987.19,40.17
98.32,70.59,91.08,6.42,29.79,3.48,7.5,14.44,29.87,2588.06,78.56
94.69,39.37,178.07,4.82,58.71,0.9,7.54,19.79,35.4,1021.36,54.39
34.64,27.27,111.75,7.33,50.51,0.64,6.59,36.65,25.79,604.69,51.51
86.77,0.34,184.66,7.18,16.86,2.47,5.91,30.43,26.31,818.63,63.61
79.7,71.98,102.12,6.91,20.41,2.15,1.93,14.37,63.94,2094.73,80.5
123.17,83.38,58.52,4.09,9.59,2.64,3.59,24.82,33.1,1942.79,59.9
127.02,39.5,71.09,9.53,42.28,2.32,3.24,18.37,37.72,2519.54,61.47
9.06,56.42,104.43,7.35,22.43,0.86,5.87,36.16,56.11,802.16,58.3
74.92,22.77,106.0,5.22,34.51,1.8,3.86,14.82,58.45,1694.09,72.82
125.17,62.22,137.47,7.97,47.25,0.7,2.95,31.46,43.01,2719.81,58.81
100.63,1.21,44.9,5.57,50.98,0.96,6.53,10.98,98.51,209.46,54.95
171.3,48.86,131.77,6.79,22.9,3.46,6.02,34.18,29.07,1081.63,76.95
131.74,64.42,155.72,5.72,18.05,2.58,3.01,13.13,35.32,240.91,69.15
32.59,91.82,135.32,9.22,51.67,2.76,3.41,14.5,54.33,2252.89,55.48
14.11,38.13,96.37,9.96,25.97,0.2,7.16,26.78,43.21,164.57,46.51
128.48,76.52,198.34,4.55,50.21,1.4,5.89,10.38,86.64,2837.91,53.35
5.3,59.77,80.96,3.65,13.24,1.99,5.55,44.23,34.15,2504.16,45.58
117.16,92.7,21.32,4.93,55.16,0.61,5.72,19.46,77.16,171.24,44.42
188.05,39.84,164.3,7.33,31.57,2.99,0.91,10.17,30.07,2455.2,60.13
115.09,31.91,42.44,4.63,14.36,0.57,4.55,40.25,41.43,329.52,55.62
77.63,88.71,142.66,8.77,34.43,2.26,2.4,12.33,79.2,2103.15,64.91
128.66,4.92,35.8,6.16,52.85,1.98,0.77,40.6,27.11,2086.28,59.16
91.65,13.64,3.38,7.47,26.41,2.99,5.88,37.96,92.61,2892.03,60.97
109.12,8.24,31.96,6.46,14.79,1.16,2.5,14.24,45.71,1371.44,69.46
188.29,84.31,75.4,9.37,36.71,1.07,2.55,13.96,46.72,2253.98,52.86
77.22,1.06,21.32,3.73,50.9,2.98,5.15,35.99,38.75,1698.3,54.24
192.24,86.17,39.54,8.24,11.67,0.85,5.36,37.48,89.71,2941.32,39.35
181.07,45.13,152.93,7.74,7.28,2.64,3.85,23.15,71.19,1507.57,63.84
39.16,0.4,153.98,7.72,8.1,0.75,4.5,40.67,23.53,2822.61,44.77
13.87,40.16,163.5,6.19,17.68,3.08,6.81,16.95,93.24,1221.19,66.61
20.16,18.68,168.23,3.6,5.4,2.95,0.95,31.38,94.53,564.78,57.52
3.64,62.44,84.09,7.98,28.58,2.78,0.62,24.54,64.02,1131.55,77.66
18.89,67.94,173.51,8.89,43.38,1.77,5.28,21.68,45.2,1341.48,51.59
136.6,48.75,105.19,4.05,44.08,0.22,4.87,28.81,32.86,1969.51,58.28
14.24,4.05,94.12,6.37,40.02,0.55,1.57,20.6,40.9,1850.98,62.5
63.8,65.61,143.71,4.56,21.29,1.65,4.22,17.8,90.11,559.28,60.91
168.98,84.2,42.76,7.47,45.48,0.25,5.99,28.92,36.51,379.12,48.95
4.65,72.03,157.9,8.61,36.71,0.32,5.88,28.46,31.95,1556.49,45.0
162.89,83.0,85.89,7.83,52.36,0.53,4.81,38.37,46.19,177.4,48.09
56.37,20.05,25.46,5.57,31.29,0.99,1.13,32.77,44.12,1849.84,60.32
23.63,88.89,23.86,4.41,14.91,2.65,2.5,21.71,79.2,1840.92,54.17
139.35,32.22,32.98,8.66,39.91,0.26,3.31,34.06,50.73,599.04,53.37
125.79,1.34,178.11,5.61,13.29,3.44,6.33,14.08,36.28,2834.36,58.13
175.49,84.34,198.19,3.64,57.97,1.03,4.4,16.35,31.52,1722.57,42.08
147.01,94.18,71.39,7.21,43.68,1.19,5.89,30.52,59.66,2999.72,54.52
160.7,65.56,58.43,5.1,46.6,0.94,7.4,29.49,95.81,128.94,51.62
56.41,23.14,43.75,8.97,42.36,2.15,5.03,28.56,53.18,2272.05,59.16
35.49,25.17,164.76,4.43,10.37,0.17,1.97,32.2,22.94,769.26,46.43
150.12,46.66,41.84,6.33,30.59,0.42,1.2,15.4,41.89,1555.58,67.94
161.37,89.78,184.82,5.15,40.83,0.44,0.1,38.04,46.27,314.82,44.51
198.1,14.96,133.47,7.98,17.61,2.36,1.49,40.64,69.55,450.08,62.33
82.52,82.6,179.43,7.07,42.37,1.22,2.23,28.24,89.41,954.93,66.98
74.4,29.13,110.8,8.64,50.09,1.59,2.23,33.97,97.13,2336.88,70.45
155.28,80.86,138.14,6.48,20.12,3.33,5.37,38.69,38.81,2472.75,68.42
68.16,92.03,123.89,3.53,15.98,0.78,1.29,32.76,88.29,539.37,56.94
186.15,42.75,166.24,4.9,53.57,0.34,3.54,25.21,27.61,392.42,52.52
171.68,36.51,167.17,9.99,5.29,1.6,0.14,33.91,65.09,2841.5,50.66
85.8,80.22,117.96,6.13,19.07,0.66,2.16,42.58,47.66,2163.92,61.57
150.17,52.95,126.5,7.53,27.37,0.59,0.42,20.03,29.74,417.44,75.43
150.91,68.44,184.38,9.38,41.97,1.49,5.71,38.04,35.57,243.32,47.7
20.62,62.28,185.97,3.63,59.84,2.38,2.9,44.91,41.5,1157.77,48.51
180.51,15.29,132.85,7.79,25.4,0.93,3.89,36.7,77.37,337.48,55.34
101.05,84.48,1.55,5.37,57.18,3.08,6.12,20.88,99.25,2132.02,66.62
165.29,19.58,20.88,5.32,25.17,1.33,6.92,14.27,22.56,545.21,54.31
64.01,93.23,171.59,4.96,43.25,3.28,4.18,29.06,83.92,1479.23,68.66
179.1,25.06,16.94,8.85,14.1,1.77,5.23,14.07,60.91,1098.99,50.36
77.84,73.39,42.7,5.92,30.32,2.57,5.91,26.16,29.29,1865.46,77.24
2.17,28.47,46.11,3.94,52.92,2.99,2.35,21.78,38.58,2779.3,54.27
181.08,31.78,120.05,4.13,22.6,1.9,5.69,26.65,54.07,1258.63,56.89
18.26,31.0,115.33,4.47,10.79,2.99,5.26,21.02,77.94,1435.37,62.96
63.86,74.79,57.88,9.34,33.75,1.39,3.6,39.57,39.27,2596.2,55.49
190.01,55.68,41.52,6.28,29.17,1.34,2.79,25.3,71.17,1897.52,64.86
190.12,88.3,152.91,9.45,17.62,2.8,7.79,13.67,41.89,160.13,44.98
114.69,30.74,187.09,8.81,54.81,0.92,7.89,32.6,85.96,85.46,44.83
126.37,69.2,10.56,8.95,38.09,2.54,5.59,37.24,44.46,2796.38,61.1
89.69,75.29,26.64,5.36,24.09,0.36,3.13,24.87,85.8,606.01,61.87
58.64,15.15,128.43,5.26,59.79,2.26,6.04,31.2,45.74,2734.8,59.05
65.73,40.06,160.89,7.14,12.57,3.3,5.47,25.62,63.88,1306.89,77.65
134.5,48.28,158.24,6.22,51.64,1.65,4.41,17.03,83.27,1373.46,70.54
150.47,35.57,143.94,6.81,17.68,1.51,1.14,30.9,27.69,2976.94,68.6
158.32,32.21,177.49,3.85,18.17,1.94,7.58,34.54,33.39,1544.53,51.95
157.92,68.64,43.47,9.82,32.4,2.55,1.94,18.72,96.53,2920.01,51.59
18.24,21.59,21.46,3.88,41.41,1.32,3.21,34.84,34.52,1914.1,42.91
98.88,70.94,123.07,4.66,42.98,0.1,2.81,40.1,91.78,2312.62,55.8
11.51,93.5,164.46,7.91,6.22,1.81,1.31,42.1,61.12,196.87,49.4
109.91,56.52,116.41,4.51,20.78,1.53,0.29,16.04,28.68,43.11,69.26
88.31,61.14,192.6,4.19,41.33,1.91,7.45,15.86,58.16,2161.48,58.38
177.54,6.89,159.11,4.5,53.94,2.53,5.94,40.42,64.84,1519.96,50.75
70.18,86.45,140.16,3.9,41.84,1.06,0.26,33.96,32.36,2396.63,53.16
23.41,28.54,12.05,5.13,19.62,1.82,5.53,14.54,81.18,536.4,56.38
28.6,61.51,21.55,5.26,32.93,0.96,1.12,27.33,29.33,2448.47,61.42
152.3,97.91,156.97,6.74,40.62,1.66,5.82,36.59,28.24,1993.87,56.27
123.64,59.55,39.65,6.35,12.44,1.27,4.09,16.97,65.86,762.52,68.36
20.22,72.47,5.77,6.58,34.97,1.35,7.83,41.86,86.7,2731.49,53.57
16.82,44.53,182.15,7.5,30.94,2.07,3.52,40.31,69.17,2908.97,60.38
140.19,6.04,178.16,5.0,23.52,2.44,6.02,30.77,23.71,1379.23,61.52
14.55,79.76,43.7,4.38,39.29,0.14,0.43,37.22,54.99,1353.9,47.83
164.37,3.5,156.04,9.21,39.99,3.08,7.49,15.21,77.76,1714.17,52.87
141.25,70.07,9.6,7.62,58.43,1.34,4.54,18.69,41.09,2146.83,52.62
16.27,2.29,57.01,3.89,28.56,2.29,2.58,37.1,75.72,2103.02,53.51
16.97,86.23,124.73,9.75,34.22,0.52,1.1,25.55,51.52,1596.11,53.22
197.33,15.76,152.64,8.0,13.66,2.04,5.16,16.34,97.28,2755.42,49.78
74.85,51.43,2.08,4.49,35.16,2.41,6.0,20.15,58.73,488.86,66.29
74.13,59.72,65.24,9.8,6.98,0.64,0.77,31.78,87.98,597.17,57.57
162.56,45.75,42.87,5.88,13.24,3.2,1.4,11.44,47.88,2165.03,64.73
189.45,34.08,199.76,9.9,14.42,2.68,3.14,15.19,79.19,2224.82,50.35
197.2,46.78,134.2,4.17,39.8,1.92,6.83,17.09,46.11,1180.68,58.21
150.68,31.14,81.13,4.54,36.2,0.66,7.87,41.06,42.77,896.59,49.93
75.25,43.81,15.13,7.77,48.89,3.04,5.99,41.07,34.04,138.05,64.94
16.7,35.89,119.73,3.64,30.54,0.33,0.14,17.44,71.24,1160.44,62.27
155.43,56.62,128.34,3.62,31.12,0.49,7.24,30.94,58.3,743.27,55.32
111.68,23.79,163.28,8.65,13.89,2.47,0.31,22.61,48.86,2502.17,68.07
84.84,98.87,57.72,4.59,45.85,0.96,7.19,11.76,24.44,1468.52,50.93
181.27,50.09,196.29,9.47,5.2,1.66,3.34,15.37,72.74,1695.24,46.29
22.24,19.42,87.89,6.27,28.37,1.93,5.96,10.19,74.85,2228.84,61.96
98.53,47.71,59.19,9.18,15.36,1.66,0.79,44.45,45.61,894.5,68.47
2.27,86.64,69.69,6.22,47.41,0.39,1.4,32.74,72.75,2664.98,57.88
93.73,2.18,103.92,6.95,42.04,2.61,3.66,14.64,90.41,1183.37,77.4
11.26,67.96,187.34,5.56,43.87,0.92,0.4,35.68,47.82,322.18,50.07
23.76,54.8,147.03,7.78,13.17,2.61,3.18,31.43,77.58,2572.28,61.25
23.51,16.96,115.42,5.57,41.78,3.04,6.04,17.25,87.64,2768.06,60.44
129.84,81.75,32.56,4.95,43.0,1.92,5.27,27.26,55.02,654.24,63.68
149.21,36.89,29.87,4.03,5.15,2.5,2.88,31.37,32.32,1957.41,58.85
116.67,29.38,100.44,3.87,22.47,0.23,0.17,22.67,23.14,2064.92,72.56
192.43,82.81,145.74,5.49,9.8,0.22,2.23,43.55,79.19,734.57,49.83
74.97,63.85,150.2,8.29,42.48,0.77,6.23,13.32,61.82,1284.62,60.21
57.14,89.83,45.18,4.84,16.67,1.32,2.79,14.41,34.07,1192.64,60.01
173.72,62.99,20.02,5.44,19.56,0.72,3.08,39.98,20.95,1883.51,53.56
44.72,74.08,76.89,9.38,9.31,2.26,0.69,18.76,54.14,1466.32,67.21
192.64,83.64,183.63,7.65,31.61,1.04,4.85,14.56,54.35,2028.13,50.58
2.43,5.47,109.07,9.48,6.82,2.98,5.01,23.54,97.81,274.59,48.0
193.98,77.6,64.02,9.42,51.51,2.01,3.5,15.89,31.18,866.43,51.71
8.63,61.37,64.73,3.91,6.45,1.39,6.11,27.65,34.92,157.57,51.24
178.23,6.95,26.42,9.71,8.39,3.14,7.03,35.68,96.27,1659.91,46.03
105.54,50.86,94.64,3.83,40.22,2.92,6.03,36.45,27.41,1261.02,71.13
198.59,8.25,158.27,9.52,55.43,2.89,4.4,20.61,85.35,2904.52,53.16
14.76,73.59,193.71,7.05,54.07,2.58,7.49,34.15,86.31,912.67,50.0
110.77,54.65,100.32,6.97,9.6,2.19,3.12,43.79,37.62,829.29,75.29
193.86,95.36,33.44,8.14,20.86,1.35,5.27,10.26,48.94,1061.6,50.34
104.62,18.31,136.59,9.21,33.66,1.54,4.64,32.62,92.95,1440.85,62.21
125.88,60.6,151.36,7.51,6.46,2.3,6.75,27.49,70.98,1837.77,66.18
139.15,21.16,14.34,6.27,34.08,0.69,4.05,23.8,87.23,1074.96,62.36
90.91,61.41,170.03,4.23,29.63,2.91,4.47,17.32,85.64,2009.25,72.07
125.51,72.26,165.86,8.63,37.36,3.29,3.69,14.34,61.27,2159.36,69.39
116.86,72.23,94.51,4.33,55.62,0.43,1.21,42.23,25.13,2225.21,57.24
180.23,81.51,112.08,8.22,20.1,0.18,7.1,11.07,63.13,2536.08,44.0
9.09,85.36,142.68,6.93,40.15,0.59,6.91,26.45,22.21,459.57,52.54
56.19,7.73,135.35,6.01,28.64,2.68,5.65,17.17,46.14,2239.8,63.3
190.08,34.33,3.31,7.48,28.93,0.47,2.85,15.16,30.2,887.01,55.62
178.05,68.71,24.49,8.52,40.6,1.37,2.91,22.34,53.64,2179.45,63.61
91.13,49.86,32.52,9.62,57.32,0.31,0.38,21.06,27.43,89.13,56.67
124.03,19.07,151.14,5.22,52.47,1.57,0.71,26.16,52.14,640.61,66.94
55.48,55.27,88.02,9.66,40.17,2.15,4.16,27.26,22.7,1444.45,66.67
37.62,40.74,109.1,9.75,30.38,2.24,0.49,27.65,45.4,1777.58,69.83
92.74,39.0,154.54,8.79,28.32,1.86,0.88,14.62,51.81,2840.5,74.29
70.67,80.98,68.2,9.23,48.29,3.29,2.08,15.98,37.2,739.74,70.7
116.73,40.76,149.78,8.0,17.0,1.91,3.05,21.35,96.76,1577.88,69.02
15.55,2.65,88.46,3.75,37.32,3.02,3.97,12.83,43.25,1477.67,55.99
194.88,5.81,75.44,7.24,32.77,3.48,2.66,39.17,68.8,2077.95,67.76
197.24,85.62,66.61,8.36,40.71,0.88,7.53,13.42,42.33,730.41,46.13
139.63,96.06,192.99,9.62,15.31,1.0,7.61,17.99,83.66,2784.98,39.99
107.22,68.84,154.39,7.21,43.27,1.87,0.54,32.3,74.82,2984.25,74.87
61.91,36.44,4.04,8.66,39.48,0.72,7.88,42.56,82.97,2653.74,50.11
162.76,93.86,191.48,8.08,14.91,2.02,1.47,14.71,33.05,2114.09,53.63
136.95,66.28,155.09,5.33,29.73,2.43,2.72,25.37,48.09,2019.78,69.93
32.52,84.43,29.83,4.51,42.32,0.31,6.71,20.4,36.19,2250.26,40.6
182.19,76.59,15.27,8.38,54.59,2.42,5.53,26.8,76.41,1677.72,50.74
164.51,37.91,61.64,5.02,11.72,0.64,0.56,25.34,74.33,707.92,65.5
189.96,47.87,124.84,5.09,5.48,1.12,6.22,30.22,98.02,2669.0,45.35
145.14,18.61,123.31,7.69,14.08,2.61,5.34,11.5,92.18,1970.25,63.14
122.68,29.2,55.17,8.63,59.41,0.66,7.61,39.02,94.94,236.82,42.41
83.65,77.81,89.13,7.29,47.26,1.91,7.29,11.16,66.36,1491.32,65.45
186.55,89.4,42.38,9.25,38.79,2.1,7.8,30.04,31.88,1343.55,46.94
173.21,72.45,10.12,4.87,12.32,0.66,3.69,38.49,94.66,284.73,40.68
9.04,46.52,103.39,5.14,27.88,1.03,5.68,14.04,89.86,1096.97,62.5
5.27,8.65,69.4,7.64,44.34,2.16,7.7,33.86,53.1,623.49,50.68
75.29,5.69,108.58,8.89,54.27,1.67,0.12,17.36,64.24,132.82,63.01
162.11,37.43,189.3,7.01,26.0,2.34,6.33,16.95,27.88,66.23,67.41
197.46,46.38,28.67,3.57,59.98,3.01,0.53,11.56,49.62,836.26,53.69
30.08,60.91,0.39,7.9,12.69,0.56,7.99,22.89,84.3,275.0,47.78
118.83,0.65,15.38,8.79,26.28,0.34,0.21,41.24,98.15,2526.55,48.45
76.18,98.97,92.54,5.3,53.15,2.37,4.48,34.65,58.78,2927.26,57.69
193.98,36.39,141.39,3.85,40.75,2.72,4.22,29.9,42.68,1391.51,65.04
168.42,84.81,116.15,6.87,49.6,1.63,2.51,38.65,81.95,1769.66,62.69
167.67,53.5,98.98,3.77,54.93,1.44,5.89,39.25,88.36,2848.63,50.99
93.74,13.04,70.79,6.2,32.9,2.13,2.13,30.77,70.88,2251.21,72.61
82.96,79.76,61.99,3.62,17.91,1.97,2.4,20.86,58.61,1527.74,63.58
54.68,70.98,75.26,4.96,43.15,1.77,1.52,40.82,91.48,1277.8,64.05
11.28,52.74,122.33,6.03,35.99,2.88,5.74,22.24,74.09,2239.93,70.65
172.94,51.46,33.55,4.23,47.5,0.69,1.44,16.06,20.08,966.3,56.55
162.58,8.75,154.27,4.24,33.14,2.42,7.19,29.58,97.75,2249.76,55.36
199.94,65.58,115.05,8.88,49.61,2.62,2.37,12.96,77.09,216.18,56.73
199.33,91.12,53.83,3.77,54.61,3.16,4.2,17.39,58.61,1544.01,50.81
111.09,9.32,100.23,7.98,46.23,3.31,3.85,39.66,21.22,543.29,69.44
153.8,26.35,192.56,8.79,45.9,1.83,5.65,24.61,23.63,2203.7,51.13
188.95,90.23,4.1,4.35,37.3,1.57,1.95,27.1,97.44,2909.22,47.01
169.93,28.43,39.9,4.77,30.94,1.81,6.73,28.86,83.69,1965.39,56.96
49.47,65.39,89.68,7.67,58.49,2.59,5.93,27.25,27.75,2174.45,67.33
90.11,53.48,127.69,5.55,40.48,0.16,2.81,17.63,79.84,490.35,65.81
25.83,59.63,42.45,6.6,51.22,0.69,1.05,42.06,33.82,1649.69,56.65
190.81,41.58,186.28,8.93,32.8,3.19,4.09,33.77,51.05,2336.51,61.04
121.23,30.0,128.51,4.4,35.52,0.76,7.85,32.79,60.49,2572.88,54.25
45.73,4.85,175.49,7.53,41.46,0.88,0.29,39.28,92.33,2926.79,52.05
134.34,74.43,65.86,9.63,45.07,3.29,6.77,33.68,24.16,2239.92,54.92
123.63,74.61,165.79,3.87,29.66,1.1,5.63,14.24,30.75,1720.68,56.0
71.63,67.07,75.64,3.89,24.6,1.09,1.55,21.88,81.76,2443.56,62.99
22.71,64.36,50.55,7.11,18.17,3.24,3.86,23.08,99.69,773.81,67.7
134.31,24.37,182.33,9.74,28.3,1.38,5.06,33.53,82.11,2618.24,49.3
104.06,2.23,18.44,4.93,16.62,1.78,5.6,34.68,82.21,2344.47,55.33
154.46,80.87,188.58,5.65,27.92,2.01,7.38,29.48,62.4,500.68,65.79
104.03,49.11,91.7,4.14,53.11,3.05,7.0,23.99,47.56,2553.93,68.61
170.44,30.68,198.53,5.85,58.74,0.36,2.69,40.67,31.32,2492.67,51.26
110.38,10.19,107.92,3.79,36.74,0.99,1.05,29.42,34.58,2774.79,62.82
112.19,6.27,151.5,6.03,13.03,2.1,0.92,38.83,55.47,2702.9,64.2
175.33,34.89,1.41,7.11,28.52,1.58,7.75,42.45,97.09,985.39,54.46
80.7,80.47,99.33,9.84,38.11,1.05,7.65,24.8,68.58,1534.3,58.49
26.8,91.87,147.49,8.82,25.39,1.49,6.57,20.18,89.3,2417.12,52.49
5.76,89.68,156.57,8.84,16.28,3.39,7.85,23.02,39.55,2308.73,51.19
151.03,92.0,31.61,4.98,17.48,0.17,2.27,12.9,51.42,2421.54,52.97
124.06,90.77,83.79,4.07,31.07,0.6,6.62,22.26,78.51,698.53,59.87
140.82,52.72,83.81,7.42,16.9,0.16,4.07,27.72,25.47,2380.9,58.41
42.59,21.94,20.73,6.89,18.72,2.12,6.41,17.21,42.05,304.82,56.55
27.27,79.8,88.61,6.86,53.02,0.14,4.93,16.23,65.15,1451.19,50.26
2.91,21.37,161.42,4.21,47.85,1.64,6.78,21.09,75.97,168.0,48.58
70.12,26.72,60.04,6.71,8.04,3.02,3.24,13.52,54.87,1359.42,70.68
117.98,23.33,86.51,4.48,22.61,0.43,7.91,27.26,89.32,735.89,60.77
78.45,51.5,192.19,6.24,34.26,1.34,1.83,32.24,66.75,1557.26,77.63
87.49,32.18,6.34,3.9,8.33,1.39,5.41,30.59,72.1,2139.02,59.94
180.83,15.42,118.3,9.07,42.57,1.33,6.44,19.81,41.65,92.94,50.84
69.65,45.32,148.69,3.59,26.14,2.57,4.73,40.12,46.23,790.09,67.44
102.8,87.39,152.18,9.61,26.84,0.11,2.39,13.84,23.24,449.14,53.11
156.73,57.06,143.19,9.11,19.59,2.75,4.53,10.05,26.0,550.84,56.39
79.31,87.83,145.29,8.39,23.37,2.95,4.09,14.71,97.1,1745.89,63.21
124.42,19.59,11.8,9.89,52.39,1.57,1.6,35.34,64.04,191.97,50.31
172.47,16.7,106.83,3.85,48.37,3.12,6.13,37.6,29.74,2117.99,57.37
189.9,57.56,156.59,7.67,56.47,1.4,2.21,36.82,44.91,699.06,54.7
29.41,46.33,18.81,9.02,43.44,2.46,6.67,21.35,70.74,2879.95,52.34
185.32,66.02,2.41,4.32,36.78,1.42,1.79,40.62,88.67,2803.71,54.53
98.42,79.46,162.91,7.3,19.26,0.23,4.07,41.13,25.26,2195.62,55.03
51.65,75.13,142.46,6.06,41.68,0.38,5.59,38.7,56.31,2362.32,52.38
91.83,94.23,82.44,6.33,54.84,1.6,7.97,35.8,25.48,2157.43,62.54
196.01,39.83,188.08,9.43,8.8,3.47,2.24,39.44,56.97,2179.33,57.7
98.52,20.64,153.32,7.0,29.37,0.7,5.12,33.04,77.76,540.46,69.49
65.75,55.09,193.57,4.11,13.21,3.14,1.31,43.74,81.89,2779.01,60.32
126.68,11.07,185.86,9.59,49.58,3.23,6.58,32.05,41.96,2404.71,51.66
48.03,28.89,96.26,4.7,38.78,1.49,6.91,15.78,41.38,1718.53,64.6
15.17,20.79,150.94,9.3,53.38,1.67,7.11,16.39,99.05,498.52,41.75
25.78,39.66,133.84,9.81,8.47,1.81,7.57,25.07,29.32,2328.03,49.03
25.61,11.12,162.29,9.21,54.82,2.72,2.91,35.18,71.63,2725.48,55.17
30.38,3.18,157.54,7.9,8.7,0.52,5.36,14.91,78.92,1415.81,44.08
27.77,65.68,30.65,8.33,20.82,1.22,2.59,16.82,81.88,257.84,53.96
128.17,61.02,46.75,8.05,13.59,0.68,6.45,12.7,73.29,2902.7,52.14
36.38,70.84,53.15,6.49,13.0,3.09,3.38,15.86,53.22,512.47,72.63
69.13,66.04,163.7,5.28,14.44,0.34,4.48,17.7,29.47,2382.66,51.44
179.36,11.43,162.15,5.35,31.41,2.64,1.15,29.55,65.72,2952.53,61.13
94.79,29.11,99.07,8.25,48.14,1.6,6.82,23.6,67.14,875.59,66.09
133.51,12.95,116.17,7.57,54.41,2.53,3.92,13.28,72.2,298.14,66.85
34.46,84.3,165.38,7.3,36.18,3.13,5.16,15.54,94.2,2432.47,63.9
38.46,74.69,62.52,7.74,13.68,1.25,5.39,28.2,55.12,208.47,56.75
8.17,20.15,10.04,8.54,9.36,0.87,2.27,14.62,96.69,1584.57,46.59
33.79,34.13,96.52,8.36,32.18,2.31,6.38,35.51,37.19,2191.8,59.58
55.72,96.66,182.74,4.19,47.1,3.49,6.68,13.34,40.37,1922.77,54.39
35.4,59.42,158.09,5.86,39.11,2.58,4.17,16.66,30.1,1697.35,67.94
17.74,80.12,73.32,5.22,37.05,2.81,7.23,40.66,26.01,750.97,62.74
24.13,26.46,12.95,7.0,7.65,2.24,1.37,28.68,57.12,948.35,65.81
92.16,21.01,127.38,3.9,27.63,1.35,3.37,44.62,70.76,1075.76,57.35
41.27,78.39,166.9,8.46,35.27,2.33,0.45,15.34,51.43,1966.69,60.98
72.85,68.59,132.99,4.19,37.91,0.54,3.25,12.71,64.16,2039.45,59.94
100.68,68.1,85.01,5.26,5.26,1.76,7.98,12.66,52.11,525.34,57.48
138.08,55.26,24.67,8.59,15.98,2.05,3.76,42.74,23.59,68.27,57.37
7.86,56.36,182.15,3.84,57.24,3.18,3.41,32.51,33.93,221.4,52.35
159.88,73.57,55.19,7.79,32.98,3.23,5.53,21.8,41.44,2049.83,68.81
125.58,27.0,44.86,9.51,43.7,0.3,0.48,23.44,70.79,284.64,54.84
16.35,35.28,163.2,7.51,21.95,2.25,2.89,34.51,89.2,937.38,66.43
174.72,87.16,196.24,8.13,37.2,2.81,4.31,31.58,34.55,1651.88,56.84
184.17,30.89,132.03,8.65,24.61,1.92,3.92,22.45,38.1,1654.64,62.3
12.22,54.63,124.96,4.94,21.33,0.43,5.18,34.15,77.21,1612.89,56.44
55.38,70.26,63.89,7.28,27.63,0.89,1.2,21.99,96.49,2759.12,62.28
161.24,99.99,4.08,5.51,30.29,1.17,3.28,25.83,48.24,1330.94,59.61
149.65,43.53,38.36,5.12,23.21,2.35,5.11,39.78,45.62,497.97,62.72
36.9,42.81,116.89,4.75,19.19,0.32,2.48,14.14,48.9,163.55,59.42
