Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH_Value,Rainfall,Crop,Soil_Type,Variety
39.57,25.57,59.15,29.63,30.66,5.98,426.64,Millet,Sandy,HHB-67
140.0,51.07,115.39,25.82,62.61,6.34,1537.84,Wheat,Clay,HD-2967
44.99,19.34,40.56,29.13,46.86,6.91,668.17,Potato,Sandy,Kufri Jyoti
81.13,58.91,135.55,26.34,66.1,6.06,1340.94,Rice,Clay,IR64
112.38,80.42,84.2,26.79,87.32,6.47,1266.83,Cotton,Clay,Bt-1
148.44,30.95,80.88,16.23,92.48,5.52,1576.16,Soybean,Peaty,JS-335
78.97,63.03,79.09,25.78,64.07,7.17,1273.22,Wheat,Silty,HD-2967
32.54,76.86,100.25,22.82,45.54,8.05,531.44,Millet,Chalky,ICTP-8203
114.5,45.89,70.45,24.91,80.66,4.33,1951.13,Rice,Peaty,IR64
98.15,46.67,62.01,23.59,81.27,4.67,1783.76,Vegetables,Peaty,Hybrid-B
68.08,41.7,91.03,25.47,79.38,6.84,1396.61,Watermelon,Silty,Crimson Sweet
96.12,56.81,58.56,21.95,82.25,4.68,1888.62,Rice,Peaty,Basmati-370
87.32,36.77,104.5,21.54,65.88,6.8,1290.35,Rice,Clay,Swarna
33.15,87.67,90.33,23.22,41.41,7.66,723.7,Cotton,Chalky,Suraj
36.3,28.41,86.19,25.96,51.61,8.11,424.67,Barley,Chalky,BH-902
114.15,38.88,53.22,22.72,67.65,5.05,2272.74,Vegetables,Peaty,Local-1
49.62,40.89,51.73,27.55,50.22,8.17,978.46,Barley,Chalky,BH-902
38.4,64.5,71.88,22.7,48.19,8.09,930.57,Barley,Chalky,RD-2552
73.09,50.69,79.42,22.69,67.04,7.16,1339.89,Wheat,Loamy,HD-2967
147.61,33.88,90.85,22.88,77.39,5.21,1542.44,Potato,Peaty,Kufri Bahar
132.09,35.75,89.65,20.53,84.78,5.19,1515.52,Vegetables,Peaty,Hybrid-A
38.16,22.48,39.11,28.43,48.15,6.44,331.75,Groundnut,Sandy,JL-24
40.65,59.98,94.79,28.69,38.92,7.42,738.54,Millet,Chalky,ICTP-8203
41.3,37.16,55.55,29.53,48.33,6.33,693.05,Groundnut,Sandy,TAG-24
57.46,30.99,38.43,26.71,47.08,6.45,564.75,Groundnut,Sandy,TAG-24
56.29,64.64,93.53,22.39,81.23,6.87,1337.41,Rice,Silty,Swarna
123.69,39.75,76.88,25.61,80.03,4.52,1589.36,Tea,Peaty,TV-1
55.34,33.62,38.11,33.43,38.44,6.41,717.21,Potato,Sandy,Kufri Bahar
103.64,51.7,117.21,28.43,82.5,6.89,1763.17,Sugarcane,Clay,Co-0118
77.02,55.23,89.83,26.77,57.0,7.21,1532.07,Tomato,Loamy,Pusa Ruby
84.79,50.69,109.02,24.08,63.58,7.05,928.68,Sugarcane,Loamy,Co-86032
87.55,34.1,91.34,23.09,73.9,6.62,1086.97,Sugarcane,Clay,Co-0238
83.18,49.62,76.72,32.13,49.51,7.02,1284.64,Maize,Loamy,DHM-117
118.48,29.95,73.93,18.27,76.27,5.31,1391.0,Cotton,Peaty,Suraj
94.59,52.72,116.32,21.43,65.58,7.15,800.84,Rice,Clay,Swarna
36.49,36.74,37.5,26.49,47.98,6.09,708.79,Groundnut,Sandy,JL-24
45.74,25.82,42.4,38.0,47.45,6.5,599.5,Potato,Sandy,Kufri Bahar
65.3,59.73,70.53,29.27,54.51,7.87,1035.07,Cotton,Chalky,Bt-2
85.08,56.66,130.18,22.81,82.71,7.29,1551.91,Sugarcane,Clay,Co-0238
36.67,28.87,42.5,28.32,44.62,6.87,969.39,Groundnut,Sandy,TAG-24
51.58,27.05,48.65,38.0,33.16,6.71,533.99,Millet,Sandy,RHB-173
17.73,47.03,110.38,27.51,42.86,8.22,1212.92,Wheat,Chalky,HD-2967
42.24,33.01,63.39,27.81,39.61,6.32,656.12,Potato,Sandy,Kufri Bahar
81.85,30.42,67.19,26.12,67.22,6.46,1139.51,Maize,Loamy,HQPM-1
88.48,39.3,83.47,25.85,68.27,6.81,1391.1,Cotton,Clay,Suraj
33.97,31.04,44.36,30.31,42.81,7.11,999.02,Watermelon,Sandy,Crimson Sweet
86.01,43.54,107.72,22.11,68.64,6.63,1434.07,Wheat,Silty,HD-2967
83.05,48.17,68.16,28.03,56.91,7.03,1415.75,Soybean,Loamy,JS-335
93.86,66.88,90.92,30.38,65.85,7.32,1870.18,Rice,Clay,Basmati-370
74.63,46.68,94.66,26.78,70.62,6.34,781.92,Maize,Loamy,Pioneer-3396
28.57,66.47,78.86,29.38,62.4,8.02,882.67,Cotton,Chalky,Suraj
20.0,31.77,53.76,30.31,41.9,6.06,614.59,Maize,Sandy,HQPM-1
58.6,18.37,50.71,28.62,34.31,5.68,543.25,Watermelon,Sandy,Sugar Baby
117.96,33.73,83.62,20.07,74.07,5.32,1490.08,Tea,Peaty,UPASI-9
112.22,51.04,98.07,22.69,82.21,6.89,1851.4,Rice,Clay,Swarna
45.08,55.23,110.23,28.95,45.23,8.03,821.26,Cotton,Chalky,Bt-1
35.09,45.11,99.38,26.75,50.7,7.79,942.85,Cotton,Chalky,Bt-1
73.86,46.35,94.87,22.61,60.68,6.41,1400.46,Wheat,Loamy,HD-2967
123.89,45.24,79.46,21.56,82.84,5.71,1867.29,Rice,Peaty,Swarna
67.28,52.57,64.55,24.25,71.61,6.93,1341.88,Vegetables,Silty,Hybrid-A
83.94,54.47,67.8,29.14,70.95,6.74,997.75,Rice,Silty,Basmati-370
70.03,44.39,68.32,24.5,55.05,6.78,907.08,Wheat,Loamy,PBW-343
61.39,37.32,71.28,26.05,62.09,7.26,1177.14,Tomato,Loamy,Roma
78.14,41.64,94.36,23.71,66.32,7.01,1572.32,Rice,Loamy,IR64
99.32,47.98,53.39,16.41,71.48,4.32,1832.22,Potato,Peaty,Kufri Pukhraj
73.75,68.07,96.24,22.22,61.7,7.18,1183.76,Sugarcane,Loamy,Co-86032
138.68,32.53,67.88,15.45,82.99,4.84,1601.12,Potato,Peaty,Kufri Jyoti
111.06,29.9,98.47,23.97,63.3,6.92,1107.19,Vegetables,Silty,Hybrid-A
52.34,13.27,63.18,34.8,43.74,6.85,671.04,Cotton,Sandy,Bt-2
67.86,41.19,82.92,20.7,68.22,7.11,1064.98,Wheat,Silty,PBW-343
110.13,48.49,96.34,26.62,82.21,6.6,1534.27,Sugarcane,Clay,Co-86032
84.56,54.76,91.63,26.96,71.65,6.9,1314.06,Sugarcane,Loamy,Co-0238
74.73,54.26,102.61,30.64,61.04,6.24,1412.61,Potato,Loamy,Kufri Jyoti
91.28,54.62,79.57,17.84,78.03,6.07,1586.47,Rice,Peaty,Basmati-370
94.17,39.93,98.42,23.22,73.75,6.64,1434.47,Wheat,Silty,PBW-343
79.37,52.61,68.86,22.6,55.19,6.74,1272.76,Wheat,Loamy,PBW-343
84.65,42.44,92.89,25.93,53.66,6.95,1365.24,Tomato,Loamy,Pusa Ruby
127.95,42.57,58.71,15.97,89.88,5.33,2362.06,Vegetables,Peaty,Hybrid-A
101.02,34.68,86.14,25.89,68.41,6.49,1614.14,Wheat,Clay,PBW-343
86.03,33.09,75.97,25.81,65.94,6.89,1004.12,Sugarcane,Loamy,Co-0118
106.64,54.16,99.18,24.57,84.2,7.37,1419.01,Rice,Clay,Swarna
51.22,24.68,40.83,28.43,35.84,6.67,548.03,Watermelon,Sandy,Crimson Sweet
58.02,52.72,71.2,27.07,60.54,5.86,1277.98,Wheat,Silty,PBW-343
71.77,41.62,88.83,27.71,58.14,7.17,1868.05,Rice,Silty,Swarna
92.5,49.71,82.77,23.56,79.31,5.14,1954.68,Tea,Peaty,TV-23
106.91,35.72,123.49,27.66,73.52,7.31,1530.37,Cotton,Clay,Bt-1
46.85,18.45,35.69,32.39,44.54,6.67,587.77,Groundnut,Sandy,JL-24
67.91,49.63,99.47,25.55,64.59,7.17,1188.04,Cotton,Loamy,Bt-2
65.7,18.2,57.41,26.8,48.65,6.24,375.72,Groundnut,Sandy,GG-20
30.14,52.17,78.79,29.19,51.68,8.19,1006.28,Millet,Chalky,RHB-173
57.1,43.14,103.76,29.0,40.61,8.18,823.29,Millet,Chalky,HHB-67
59.97,60.29,71.35,28.7,65.44,7.43,1192.78,Vegetables,Silty,Hybrid-B
41.7,68.49,79.41,28.17,45.21,7.81,873.65,Millet,Chalky,ICTP-8203
56.47,36.97,55.6,33.86,38.47,6.37,721.92,Potato,Sandy,Kufri Jyoti
44.55,62.31,66.78,26.37,50.0,6.78,1639.24,Wheat,Silty,Lok-1
15.0,56.26,88.58,26.16,41.0,7.58,741.04,Vegetables,Chalky,Local-1
75.41,53.06,53.39,25.63,67.76,5.8,1372.33,Soybean,Loamy,NRC-37
58.74,28.79,40.85,30.17,57.32,6.51,655.97,Sugarcane,Sandy,Co-0238
84.75,50.06,121.12,29.94,71.49,6.36,1729.59,Rice,Clay,IR64
105.71,67.55,121.38,27.46,74.84,7.21,1665.15,Wheat,Clay,HD-2967
63.54,41.48,119.56,25.79,64.41,7.23,915.65,Tomato,Loamy,Arka Vikas
40.8,47.3,77.4,26.75,43.63,8.6,681.98,Millet,Chalky,ICTP-8203
88.74,51.75,89.72,23.28,58.14,6.54,706.83,Wheat,Loamy,Lok-1
91.34,57.5,112.0,24.61,64.89,7.29,1169.64,Vegetables,Loamy,Hybrid-A
126.67,63.93,121.12,21.92,69.71,7.02,1051.03,Sugarcane,Clay,Co-86032
86.61,50.25,127.5,19.96,81.35,7.8,1496.89,Sugarcane,Clay,Co-0238
95.54,57.15,123.79,25.28,66.53,6.79,1643.37,Rice,Clay,IR64
99.89,63.45,114.21,28.74,80.29,6.51,1577.44,Wheat,Clay,Lok-1
82.04,52.62,73.1,26.17,65.58,6.59,1253.5,Soybean,Loamy,JS-335
82.38,37.62,90.7,21.62,63.59,6.91,1194.62,Wheat,Silty,PBW-343
48.41,22.16,38.75,30.72,46.16,6.55,1032.3,Potato,Sandy,Kufri Bahar
130.61,37.57,66.16,26.84,81.16,5.47,1673.71,Potato,Peaty,Kufri Pukhraj
62.5,45.73,110.74,29.01,72.17,6.57,1411.66,Wheat,Loamy,HD-2967
116.52,39.35,69.93,19.29,85.71,5.21,2488.95,Vegetables,Peaty,Hybrid-A
105.92,24.93,81.32,18.12,68.06,5.21,2056.02,Vegetables,Peaty,Hybrid-A
96.79,49.51,64.81,14.64,82.83,5.2,1701.97,Vegetables,Peaty,Hybrid-B
63.36,69.37,72.9,26.44,81.01,7.07,1164.4,Maize,Silty,Pioneer-3396
47.94,62.54,77.87,24.48,51.49,7.72,842.32,Millet,Chalky,RHB-173
63.97,50.96,101.63,22.49,58.41,7.62,1181.66,Soybean,Loamy,NRC-37
52.46,27.54,62.7,32.2,43.73,6.37,553.37,Watermelon,Sandy,Sugar Baby
45.0,40.16,107.66,25.04,69.72,7.65,1218.55,Cotton,Loamy,Bt-1
140.91,38.89,48.87,23.07,83.72,5.36,2280.12,Sugarcane,Peaty,Co-0118
47.96,60.35,105.21,28.24,70.0,8.39,652.63,Wheat,Chalky,PBW-343
142.72,47.29,54.49,15.12,75.03,5.51,1498.52,Potato,Peaty,Kufri Jyoti
35.68,62.42,98.46,27.29,43.81,7.69,736.4,Millet,Chalky,RHB-173
86.36,50.94,121.84,28.48,70.66,7.19,960.36,Wheat,Clay,PBW-343
87.44,48.33,85.57,29.19,57.64,6.12,1039.13,Tomato,Loamy,Roma
98.56,61.3,105.61,23.03,75.82,6.84,1717.1,Rice,Clay,IR64
34.95,80.07,112.49,26.97,42.42,8.71,783.66,Tomato,Chalky,Roma
96.81,62.53,97.11,24.66,65.77,7.37,1001.22,Cotton,Clay,Suraj
44.26,58.14,96.03,21.74,50.82,7.86,885.4,Barley,Chalky,DWRB-73
40.66,23.52,48.39,29.07,41.22,6.15,869.65,Millet,Sandy,ICTP-8203
55.19,90.0,92.12,25.66,51.41,8.27,898.96,Barley,Chalky,RD-2552
34.68,54.87,91.63,26.39,38.03,7.99,541.38,Barley,Chalky,RD-2552
42.84,25.87,57.05,33.92,38.47,6.16,549.94,Potato,Sandy,Kufri Bahar
92.0,38.5,113.76,23.94,55.71,6.38,1021.41,Cotton,Loamy,Bt-2
86.75,21.17,120.01,23.41,63.59,6.84,1255.59,Wheat,Loamy,Lok-1
105.39,46.51,84.36,19.18,59.15,6.77,1126.77,Sugarcane,Loamy,Co-0118
31.42,73.95,74.81,24.78,31.01,8.16,778.14,Millet,Chalky,HHB-67
116.43,43.82,92.35,22.39,82.3,5.62,1886.47,Tea,Peaty,TV-23
137.56,42.03,96.73,20.87,83.22,5.37,1681.08,Vegetables,Peaty,Hybrid-A
70.53,71.92,98.03,24.47,36.02,8.21,1082.38,Millet,Chalky,RHB-173
104.51,52.14,127.0,19.27,65.19,6.53,1788.28,Wheat,Clay,HD-2967
96.67,41.94,64.12,22.05,62.28,6.2,1115.13,Groundnut,Loamy,GG-20
93.16,46.2,88.34,21.03,57.31,7.55,1122.39,Maize,Loamy,DHM-117
92.93,39.88,89.65,21.36,69.49,6.86,1585.99,Maize,Silty,HQPM-1
89.97,61.0,70.8,20.38,68.57,6.44,1213.78,Rice,Silty,Basmati-370
55.1,34.07,108.78,23.58,72.08,7.37,1350.07,Maize,Silty,DHM-117
95.65,39.28,97.64,32.56,61.39,6.88,1548.81,Wheat,Clay,PBW-343
96.96,43.24,130.79,33.0,80.51,6.7,1414.65,Rice,Clay,Basmati-370
86.19,48.26,99.38,24.2,72.08,7.16,1192.04,Maize,Silty,Pioneer-3396
113.72,55.59,129.21,21.73,57.2,6.14,1217.36,Wheat,Clay,PBW-343
57.73,51.43,74.24,26.46,55.92,6.47,1703.13,Rice,Silty,IR64
86.76,60.46,130.08,29.67,66.77,6.08,1131.63,Cotton,Clay,Bt-2
119.38,52.45,135.97,26.25,72.67,6.79,1210.33,Cotton,Clay,Bt-2
79.24,37.05,77.09,33.49,63.12,6.63,1060.4,Maize,Loamy,HQPM-1
66.69,40.06,65.85,23.48,73.31,7.52,1150.31,Vegetables,Silty,Hybrid-B
118.58,48.49,71.09,25.39,71.49,6.83,1186.24,Soybean,Loamy,NRC-37
45.89,19.0,52.35,33.43,59.26,6.34,841.6,Watermelon,Sandy,Sugar Baby
104.86,48.97,102.74,23.92,55.0,6.71,1519.19,Wheat,Clay,Lok-1
99.1,45.87,86.7,23.92,67.29,6.77,1288.03,Rice,Clay,Swarna
41.61,27.28,59.94,32.93,45.71,5.96,600.13,Groundnut,Sandy,TAG-24
53.17,39.32,81.45,22.29,78.29,6.23,941.6,Vegetables,Silty,Hybrid-A
28.74,65.34,123.34,25.92,50.51,8.32,479.62,Barley,Chalky,BH-902
76.13,46.05,91.59,26.2,63.69,6.4,1224.59,Tomato,Loamy,Roma
79.45,37.28,67.39,32.75,66.96,6.53,1590.73,Maize,Loamy,HQPM-1
34.65,70.87,130.51,26.99,43.66,8.8,1006.78,Wheat,Chalky,Lok-1
59.89,55.59,91.46,22.4,72.26,7.35,852.25,Maize,Silty,DHM-117
92.3,32.6,69.08,25.79,75.01,6.81,1631.53,Rice,Silty,IR64
101.88,56.88,114.69,27.04,77.16,6.08,1436.91,Cotton,Clay,Bt-2
36.57,27.85,57.1,24.76,48.83,5.95,884.18,Potato,Sandy,Kufri Pukhraj
37.12,66.29,96.65,24.86,53.67,8.18,427.6,Wheat,Chalky,HD-2967
84.99,24.55,64.51,23.84,71.98,6.6,1496.47,Rice,Silty,IR64
129.94,45.48,97.45,16.89,78.26,5.74,1406.91,Rice,Peaty,Basmati-370
110.61,30.34,59.95,22.23,74.77,4.32,1884.07,Tea,Peaty,TV-23
105.52,44.79,106.47,17.6,70.11,6.37,1540.15,Vegetables,Silty,Hybrid-A
48.5,19.24,25.25,28.83,31.13,5.98,526.4,Potato,Sandy,Kufri Bahar
110.52,41.11,130.0,19.78,57.26,6.88,1326.7,Sugarcane,Loamy,Co-0118
115.09,17.53,75.54,18.38,89.28,5.65,2015.37,Potato,Peaty,Kufri Pukhraj
83.96,43.65,72.22,31.73,66.45,6.19,1102.99,Tomato,Loamy,Pusa Ruby
70.45,45.04,97.5,24.06,58.84,7.2,1820.65,Maize,Silty,HQPM-1
56.03,54.85,68.26,22.82,52.26,8.04,816.71,Millet,Chalky,HHB-67
63.89,51.86,110.82,23.39,76.52,6.5,1346.8,Maize,Silty,Pioneer-3396
16.07,66.15,77.36,21.09,27.09,8.09,748.64,Barley,Chalky,BH-902
63.84,33.17,57.83,32.0,75.62,7.3,975.2,Maize,Silty,HQPM-1
43.38,18.23,60.44,29.32,33.69,5.87,726.25,Maize,Sandy,DHM-117
62.24,50.34,82.52,21.34,75.35,6.46,860.27,Wheat,Loamy,Lok-1
44.0,71.4,99.81,23.01,45.13,8.09,647.41,Wheat,Chalky,HD-2967
46.08,35.37,42.79,31.95,39.86,6.54,611.06,Groundnut,Sandy,JL-24
58.45,37.38,86.75,25.73,64.91,6.49,1663.55,Maize,Loamy,HQPM-1
44.59,25.62,47.22,27.01,50.28,6.01,582.16,Groundnut,Sandy,GG-20
28.79,79.71,88.54,30.18,41.17,7.47,842.56,Rice,Chalky,IR64
26.68,69.12,117.65,27.91,52.58,8.12,788.54,Cotton,Chalky,Suraj
130.63,39.9,66.29,15.17,78.95,6.01,1762.31,Rice,Peaty,Swarna
117.56,61.05,148.91,24.96,86.91,5.83,1262.68,Wheat,Clay,Lok-1
45.44,23.51,66.34,30.9,47.04,5.99,655.22,Groundnut,Sandy,JL-24
39.23,41.3,90.33,27.16,44.37,8.01,723.43,Millet,Chalky,HHB-67
63.89,47.4,88.88,25.91,54.39,7.2,902.19,Soybean,Loamy,MAUS-71
70.9,42.32,89.94,24.12,43.78,7.8,690.83,Wheat,Chalky,PBW-343
48.25,62.22,81.48,25.62,37.68,7.79,874.15,Barley,Chalky,DWRB-73
33.81,69.43,73.49,24.43,50.83,7.33,1051.83,Tea,Chalky,TV-23
79.57,40.55,79.71,27.37,71.62,6.45,1643.56,Cotton,Clay,Suraj
82.1,47.43,77.56,23.88,65.44,6.67,1939.83,Rice,Clay,Swarna
92.39,46.75,114.44,30.29,64.75,7.8,1142.9,Soybean,Loamy,MAUS-71
63.17,37.26,101.16,24.03,56.42,6.57,1176.7,Wheat,Loamy,HD-2967
91.76,44.4,80.64,22.94,71.18,7.24,1959.66,Maize,Silty,DHM-117
84.48,56.6,112.0,25.95,60.03,7.01,1676.64,Rice,Silty,Swarna
67.87,61.49,94.81,19.88,75.46,6.65,1578.19,Maize,Silty,DHM-117
43.43,72.38,73.91,29.44,34.83,8.1,611.42,Millet,Chalky,HHB-67
47.15,53.38,84.29,28.95,35.7,7.44,817.89,Wheat,Chalky,HD-2967
62.22,24.73,47.56,27.17,38.0,6.3,678.38,Maize,Sandy,Pioneer-3396
52.31,20.03,46.61,30.81,45.4,6.18,658.08,Millet,Sandy,ICTP-8203
91.8,44.3,82.32,29.3,52.66,5.89,1251.82,Sugarcane,Loamy,Co-86032
98.43,33.79,61.2,18.6,79.5,4.9,1522.08,Potato,Peaty,Kufri Pukhraj
46.58,43.03,83.14,25.06,61.13,8.01,1067.91,Wheat,Chalky,Lok-1
79.94,30.72,94.75,25.3,67.34,6.01,960.16,Wheat,Silty,HD-2967
38.15,29.67,56.93,31.57,52.97,6.04,784.18,Wheat,Sandy,PBW-343
118.87,26.19,133.86,25.03,79.17,7.44,1326.69,Cotton,Clay,Bt-1
73.48,57.65,115.47,27.72,67.59,6.6,1596.93,Wheat,Silty,Lok-1
55.03,39.7,43.93,30.67,35.08,6.16,590.19,Sugarcane,Sandy,Co-86032
49.19,34.74,41.93,31.02,44.8,6.43,538.78,Wheat,Sandy,HD-2967
66.24,33.39,24.97,25.34,43.98,6.1,458.51,Potato,Sandy,Kufri Bahar
54.03,29.43,59.36,23.7,38.33,6.54,466.61,Millet,Sandy,ICTP-8203
67.14,64.6,57.18,27.73,47.56,8.05,697.74,Wheat,Chalky,Lok-1
77.15,57.56,74.1,21.5,78.02,5.41,1522.05,Rice,Peaty,Basmati-370
16.0,50.67,94.44,30.69,38.7,7.43,567.39,Cotton,Chalky,Suraj
42.51,28.36,69.8,29.48,52.08,5.54,598.11,Millet,Sandy,HHB-67
91.04,59.39,108.57,21.12,69.94,7.24,707.48,Rice,Clay,Swarna
97.13,58.43,108.54,27.08,75.8,6.21,1308.72,Rice,Clay,Basmati-370
94.01,28.77,64.16,16.79,79.3,5.44,1858.73,Vegetables,Peaty,Local-1
56.98,33.84,58.61,32.98,32.87,6.25,443.72,Groundnut,Sandy,GG-20
138.95,48.14,45.6,21.62,79.64,4.64,1479.69,Potato,Peaty,Kufri Jyoti
86.93,48.69,90.39,24.25,60.06,6.55,935.75,Sugarcane,Loamy,Co-86032
50.1,30.62,114.38,23.76,58.43,6.17,1439.36,Wheat,Silty,Lok-1
88.09,55.18,136.47,25.73,72.94,6.24,1939.14,Sugarcane,Clay,Co-0118
112.17,34.37,47.5,19.05,81.06,5.6,1385.22,Vegetables,Peaty,Local-1
108.29,41.49,66.49,28.68,65.12,7.12,1131.45,Maize,Loamy,Pioneer-3396
31.36,80.06,96.3,30.02,39.79,8.05,657.42,Millet,Chalky,RHB-173
82.5,54.69,93.73,28.1,73.56,6.2,1888.09,Wheat,Silty,HD-2967
131.97,61.94,76.48,20.38,82.7,5.05,1722.03,Tea,Peaty,TV-1
66.77,34.52,87.67,22.61,60.31,6.63,1895.23,Vegetables,Silty,Hybrid-B
112.54,66.22,122.1,24.06,69.67,5.96,1434.81,Wheat,Clay,Lok-1
91.16,53.55,63.66,25.44,55.33,7.02,1367.7,Tomato,Loamy,Pusa Ruby
47.43,21.1,39.34,30.8,40.81,5.79,891.47,Groundnut,Sandy,JL-24
73.39,42.98,108.17,24.69,62.64,6.59,1435.48,Soybean,Loamy,JS-335
106.26,52.45,116.72,31.04,72.03,6.11,1651.0,Cotton,Clay,Suraj
63.07,43.58,99.96,29.05,65.68,7.28,1259.94,Wheat,Loamy,PBW-343
103.35,46.63,101.25,26.51,62.53,6.6,1006.62,Rice,Clay,IR64
41.86,54.66,76.52,22.9,43.21,8.26,835.23,Cotton,Chalky,Bt-2
96.07,54.01,115.51,28.37,71.36,5.6,1155.81,Potato,Silty,Kufri Pukhraj
77.42,52.95,85.09,22.62,70.49,6.41,1506.92,Vegetables,Silty,Hybrid-B
63.79,42.16,88.17,24.04,49.82,8.8,773.17,Millet,Chalky,ICTP-8203
20.0,20.69,65.72,28.21,41.43,5.31,408.42,Potato,Sandy,Kufri Jyoti
53.59,30.31,68.57,29.97,41.83,6.63,545.18,Groundnut,Sandy,TAG-24
83.29,54.51,115.46,19.96,55.36,6.63,1786.2,Rice,Silty,Basmati-370
40.54,74.5,128.71,35.0,55.45,8.11,378.01,Wheat,Chalky,HD-2967
76.42,75.0,91.59,20.32,65.19,5.89,1675.49,Wheat,Silty,PBW-343
82.05,47.47,97.12,27.35,72.96,6.82,899.43,Sugarcane,Loamy,Co-0118
62.39,60.77,62.98,27.29,69.39,6.95,1330.3,Maize,Loamy,Pioneer-3396
44.79,41.98,101.03,21.43,59.6,7.63,738.52,Barley,Chalky,RD-2552
85.97,62.8,110.75,27.95,77.67,6.74,1236.38,Cotton,Clay,Suraj
92.99,47.47,131.19,26.93,72.08,7.04,1727.02,Wheat,Clay,Lok-1
63.22,58.76,94.61,29.55,78.0,7.13,1203.83,Rice,Clay,Swarna
67.58,64.9,64.78,29.49,68.41,6.92,1212.56,Cotton,Loamy,Bt-2
91.19,40.19,103.15,25.17,72.36,7.12,1119.75,Rice,Silty,Swarna
48.73,65.0,89.4,28.26,32.68,7.71,1239.94,Cotton,Chalky,Bt-2
144.59,40.98,83.89,20.8,85.13,5.86,1689.8,Vegetables,Peaty,Local-1
90.59,57.62,112.18,24.09,77.06,6.53,1277.61,Rice,Clay,Basmati-370
74.19,42.0,111.11,21.56,57.27,6.54,1191.93,Vegetables,Silty,Hybrid-A
84.17,48.88,102.06,22.84,59.23,6.87,1667.74,Soybean,Loamy,JS-335
62.8,38.46,65.22,22.01,67.02,6.24,1272.08,Wheat,Loamy,HD-2967
85.01,36.5,116.6,28.13,66.18,6.91,1426.81,Wheat,Silty,PBW-343
47.32,27.85,60.19,32.14,45.66,6.76,613.71,Groundnut,Sandy,GG-20
66.69,35.08,37.49,30.66,30.53,6.68,407.71,Groundnut,Sandy,TAG-24
60.77,23.53,69.63,22.23,69.01,6.34,1410.63,Maize,Silty,DHM-117
31.51,52.83,99.56,21.87,42.36,8.03,690.03,Wheat,Chalky,HD-2967
36.33,32.58,56.89,33.38,48.05,6.39,871.11,Millet,Sandy,ICTP-8203
115.0,37.55,94.38,25.37,64.14,6.37,1297.07,Potato,Silty,Kufri Jyoti
57.94,29.77,39.94,32.21,43.78,6.54,571.55,Millet,Sandy,ICTP-8203
65.9,39.68,68.92,24.92,60.35,8.22,415.19,Millet,Chalky,HHB-67
76.7,52.14,109.85,24.75,67.62,7.1,1296.43,Tomato,Loamy,Roma
46.33,48.4,108.49,25.67,40.22,7.95,874.54,Cotton,Chalky,Suraj
60.75,37.86,58.8,36.59,42.26,5.61,847.15,Watermelon,Sandy,Sugar Baby
69.39,38.2,83.01,24.61,51.44,6.76,1566.73,Vegetables,Silty,Local-1
88.92,52.24,120.12,25.34,56.05,6.07,1314.3,Wheat,Silty,Lok-1
38.31,32.95,59.89,25.37,60.6,7.69,929.74,Barley,Chalky,BH-902
37.83,30.45,31.88,35.39,51.1,6.57,391.13,Millet,Sandy,HHB-67
101.18,39.5,104.15,29.57,66.56,6.53,1121.29,Cotton,Loamy,Bt-2
50.83,47.39,54.3,27.8,47.36,8.07,883.19,Millet,Chalky,HHB-67
81.82,20.62,72.39,20.91,77.75,6.37,845.95,Maize,Silty,HQPM-1
71.35,42.58,72.25,27.28,38.95,8.56,530.72,Wheat,Chalky,PBW-343
68.28,42.18,76.68,19.41,64.95,7.24,1187.64,Maize,Silty,HQPM-1
110.02,42.24,52.66,19.3,79.6,4.63,1209.42,Rice,Peaty,Basmati-370
41.93,36.33,49.97,30.48,49.41,5.99,706.66,Watermelon,Sandy,Arka Manik
110.93,61.01,78.25,25.32,74.51,6.87,1396.71,Wheat,Clay,HD-2967
91.7,34.07,105.7,25.28,75.25,5.77,1419.84,Wheat,Clay,Lok-1
96.69,53.3,44.61,21.78,83.09,5.55,1734.39,Tea,Peaty,TV-1
50.04,23.75,50.7,36.64,61.31,5.85,525.52,Groundnut,Sandy,TAG-24
86.14,57.41,82.3,21.27,74.33,6.52,832.25,Wheat,Silty,HD-2967
132.54,32.7,88.34,23.64,79.01,4.53,1999.63,Vegetables,Peaty,Hybrid-B
95.41,51.11,94.57,24.99,52.3,6.7,1314.79,Wheat,Silty,Lok-1
104.03,37.18,98.01,21.8,53.23,6.58,1294.46,Wheat,Loamy,HD-2967
82.09,52.19,51.57,14.77,77.26,5.37,1662.56,Rice,Peaty,IR64
107.7,46.02,106.13,26.87,68.55,6.3,1533.28,Sugarcane,Clay,Co-86032
90.41,59.16,67.86,26.87,51.25,6.29,1244.62,Vegetables,Silty,Hybrid-A
44.51,26.79,55.29,31.9,37.31,5.86,855.57,Groundnut,Sandy,JL-24
67.68,61.26,111.55,30.89,58.87,6.54,1104.36,Maize,Loamy,DHM-117
136.14,61.42,100.45,31.43,69.16,7.15,1475.28,Sugarcane,Clay,Co-86032
110.21,49.72,105.08,21.13,75.49,4.56,1725.94,Tea,Peaty,TV-1
41.29,46.64,57.78,25.23,27.51,7.34,970.27,Millet,Chalky,RHB-173
141.33,24.41,97.74,15.83,79.28,5.43,2069.27,Wheat,Peaty,HD-2967
135.86,41.5,84.08,12.12,78.07,5.96,1397.28,Vegetables,Peaty,Hybrid-B
